219	-8.153	-51.005	21	1	31
220	34.28	22.298	14	1	19
221	49.56	16.262	18	16	12
222	55.651	29.336	7	9	5
223	-33.857	-15.598	17	6	10
224	17.997	29.754	1	4	1
225	-37.52	-77.199	6	22	4
226	56.523	9.937	2	2	2
227	30.948	86.066	13	25	14
228	54.161	-17.765	25	9	30
229	53.887	-14.724	19	2	13
230	22.296	87.088	17	3	16
231	-14.511	-41.669	25	22	20
232	68.227	27.391	5	21	6
233	45.673	13.741	10	4	13
234	30.267	20.01	19	4	19
235	16.662	-15.718	16	21	17
236	39.48	42.189	2	2	2
237	-51.046	-21.276	17	14	15
238	-33.047	-43.568	15	18	13
239	-10.045	-11.684	20	25	18
240	88.312	27.872	3	3	2
241	47.494	-69.735	22	1	24
242	9.688	-11.891	5	9	5
243	-22.801	7.176	7	16	5
244	66.96	-30.22	5	13	6
245	-27.508	13.009	11	15	10
246	58.027	-34.054	15	25	19
247	-65.239	-28.197	23	5	34
248	-11.277	64.784	3	24	1
249	9.631	-35.443	13	7	8
250	-36.76	-37.302	19	9	9
251	-28.718	-31.72	12	17	6
252	-3.09	27.745	21	19	28
253	6.898	46.507	11	21	6
254	-35.481	-90.197	9	7	5
255	49.135	-49.463	19	25	19
256	48.575	35.308	21	18	18
257	49.568	-0.811	19	22	15
258	42.205	15.885	17	17	23
259	-45.041	-34.371	14	16	7
260	15.167	-0.289	3	8	4
261	66.262	11.371	12	3	7
262	40.043	33.149	13	11	14
263	65.588	22.812	10	10	12
264	31.139	68.146	20	6	14
265	19.552	-14.513	14	10	13
266	-20.18	-29.503	4	25	3
267	-74.314	39.039	24	7	12
268	60.025	-33.581	6	1	3
269	27.293	-6.834	17	2	17
270	-5.712	48.928	16	24	11
271	10.137	16.717	18	18	11
272	-55.148	-12.41	11	7	13
273	-34.001	-25.798	8	19	7
274	15.206	-22.955	11	21	10
275	32.538	68.727	8	11	5
276	52.324	-1.721	8	8	6
277	-21.992	-41.292	19	5	20
278	44.631	33.447	4	6	3
279	8.441	-2.099	10	19	6
280	-46.123	-41.011	16	19	14
281	27.158	76.005	25	11	31
282	-77.586	-3.976	1	5	1
283	-28.643	-52.908	7	6	3
284	53.697	62.941	25	23	23
285	-19.001	-15.845	2	21	1
286	46.27	5.771	22	4	31
287	-82.393	-44.697	15	9	11
288	-72.757	14.099	7	12	4
289	-62.88	27.215	8	22	8
290	57.54	87.097	7	1	6
291	52.267	-24.648	3	15	3
292	44.799	-13.939	17	19	9
293	40.829	6.645	10	5	5
294	-24.62	-43.179	18	22	24
295	23.696	44.644	2	2	2
296	-6.293	-51.924	25	16	23
297	-5.44	5.323	15	19	12
298	67.832	38.353	9	21	4
299	-68.827	24.576	15	25	9
300	30.913	34.996	21	15	27
301	-9.315	-28.532	3	4	2
302	37.752	44.456	8	12	8
303	-44.083	-14.896	16	19	13
304	22.38	36.526	8	14	4
305	51.944	37.722	4	9	5
306	18.92	36.037	8	4	5
307	31.547	67.07	7	14	10
308	-53.168	-46.22	20	4	21
309	31.793	10.935	14	17	7
310	40.383	26.433	22	6	12
311	-27.898	-27.744	24	13	35
312	87.782	55.261	7	15	9
313	-8.391	-49.068	9	13	7
314	80.452	-38.655	12	6	7
315	58.516	18.888	20	20	17
316	-11.792	-72.782	24	14	14
317	-21.608	-57.823	24	17	32
318	-31.044	93.79	12	18	9
319	31.638	34.542	5	5	4
320	-5.099	-4.686	3	23	1
321	46.199	54.213	7	22	5
322	9.308	74.882	13	21	7
323	42.26	26.94	21	13	17
324	71.151	-19.988	7	10	5
325	32.863	92.367	5	8	2
326	1.751	49.91	4	15	5
327	68.461	-1.78	2	24	1
328	17.782	-7.129	9	7	5
329	-49.242	-8.328	10	23	9
330	66.151	18.117	21	25	29
331	21.172	-27.343	23	9	28
332	39.109	55.582	7	16	4
333	-69.978	-7.139	16	6	19
334	61.275	46.327	5	4	3
335	79.547	45.881	4	18	3
336	1.455	-56.873	1	21	1
